student_id,name,registration_date,course,gender,date_of_birth,address,cc,cellphone
3625,Sebastião Vaz,2024-04-04,1º Ciclo de Comunicação Empresarial,M,1999-02-03,"R. da Carvalhosa, 62 4621-901 Elvas",719775958,924364002
3626,Soraia Pinho,2023-05-27,Ano Zero Plano de Estudos Único (Informática),M,1999-11-09,"Rua Vera Batista, 47 8094-533 Porto",492011574,193686016
3627,Mariana Soares,2024-03-12,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,1995-02-23,"Av Jaime Matias, S/N 6282-889 Praia da Vitória",282221045,289113875
3628,Erika-Renata Figueiredo,2023-10-09,Ano Zero Plano de Estudos Único (Informática),F,1993-02-22,"R. Luciana Oliveira, 44 0853-576 Barcelos",760205363,74026007
3629,Leandro Monteiro,2023-12-18,Ano Zero Plano de Estudos I (Psicologia),M,1995-01-23,"Travessa de Sá, 1 4391-946 Ribeira Grande",423193936,729991841
3630,Victória Correia-Moreira,2023-05-19,Ano Zero Plano de Estudos I (Psicologia),M,1990-11-21,"R. de Barros, 63 1186-020 Esmoriz",809325467,539068777
3631,Gaspar Alves,2024-03-31,Ano Zero Área de Multimédia,M,1994-03-14,"Praça de Correia, 63 4367-926 Seia",393262378,955115868
3632,Wilson Valente,2023-08-27,Ano Zero Área de Design,F,2006-10-20,"Av de Leal, 51 9924-013 Espinho",397659140,400240932
3633,Dinis da Fonseca,2023-10-02,1º Ciclo de Psicologia,M,1995-01-03,"Avenida das Rolas, 49 8841-587 Braga",668051902,618676523
3634,Sandro Vicente,2023-12-18,Ano Zero Plano de Estudos Único (Informática),F,1990-03-23,"Rua de Amorim, 38 3546-361 Mêda",476915894,410467708
3635,Gustavo Barbosa,2023-07-20,1º Ciclo de Empreendedorismo,M,1991-09-20,"Praça das Portas do Mar, 72 2779-046 Alcobaça",345956345,394851952
3636,Daniela-Joana Neto,2024-05-01,1º Ciclo de Jornalismo,F,1997-01-12,"R. Larissa Valente, 933 2896-209 Penafiel",869065468,565380581
3637,Eva Correia,2024-04-04,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,2002-05-19,"Avenida de Cardoso, 72 4620-504 Barcelos",900753409,144368994
3638,Matilde Azevedo,2024-04-19,1º Ciclo de Gestão de Recursos Humanos,F,2002-09-03,"Avenida de Torres, 85 7850-165 Évora",886065296,318799168
3639,Marcos Cunha,2023-12-09,Ano Zero Plano de Estudos II (Serviço Social),M,1991-01-02,"Avenida do Picoto, 25 4592-148 Felgueiras",503821046,476012055
3640,Sofia Machado,2023-06-08,Ano Zero Plano de Estudos II ( Gestão),F,2000-08-28,"Avenida Lourenço, 34 3309-381 Paredes",926690805,778532243
3641,Bárbara Fonseca,2024-01-08,Ano Zero Plano de Estudos II ( Gestão),M,1997-02-09,"Praça Igor Coelho, 80 6771-473 São Mamede de Infesta",645860131,320354821
3642,Vasco Branco,2023-09-04,Ano Zero Plano de Estudos II ( Gestão),M,2003-03-18,"R. de Barros, 5 6721-499 Mêda",819962072,274482819
3643,Catarina Alves,2023-11-01,Ano Zero Área de Multimédia,M,2003-10-14,"Travessa Ivo Simões, 88 8784-585 Esposende",2133911,868527968
3644,Melissa Campos,2023-11-13,1º Ciclo de Design de Comunicação,M,2003-02-05,"Rua de Torres, 88 8977-437 São Mamede de Infesta",436785197,166760219
3645,Eduardo Pinheiro,2024-01-21,1º Ciclo de Empreendedorismo,F,1995-03-14,"Praça de Araújo, 4 1129-639 Peso da Régua",150799995,720231461
3646,Alexandre Melo,2024-02-17,Ano Zero Plano de Estudos IV (Empreendedorismo),M,1990-09-15,"Alameda Santiago Leal, S/N 2685-302 Santa Cruz",560491344,155974089
3647,Inês Fernandes,2023-10-24,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,2000-09-09,"Avenida Madalena Freitas, S/N 5033-110 Tarouca",787620921,644478163
3648,Frederico Vieira,2023-07-15,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",M,1989-10-11,"Praça Branco, 771 1969-961 Vila Real de Santo António",636327805,532294546
3649,Vera Lourenço,2023-07-19,1º Ciclo de Psicologia,F,1990-01-23,"Av do Levante, 692 3731-627 Lisboa",559094497,95743641
3650,Kevin Reis,2023-12-17,1º Ciclo de Gestão,M,1995-01-23,"Avenida de Tavares, 93 9101-457 Barreiro",295144233,174257614
3651,Pedro Pereira,2023-09-14,Ano Zero Área de Multimédia,F,2000-07-20,"Rua de Baptista, 55 2505-465 Penafiel",105634158,998597562
3652,Tomás Carneiro-Nascimento,2023-05-27,1º Ciclo de Informática,F,2002-03-03,"Av Pinheiro, 77 9452-047 Vila Nova de Famalicão",889932095,226061623
3653,Sérgio da Vieira,2023-09-06,1º Ciclo de Informática,F,2002-10-04,"R. das Oliveiras, 87 3723-056 Lamego",4900913,491896001
3654,António Lopes,2023-05-26,1º Ciclo de Gestão,F,2006-03-16,"Travessa de Reis, 20 5761-244 Vendas Novas",969354351,275192195
3655,Ismael Abreu,2023-09-11,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,1991-02-27,"Largo de Oliveira, 38 1138-180 Costa da Caparica",290891460,804425970
3656,Paulo Soares,2024-03-28,Ano Zero Área de Multimédia,F,2006-06-14,"R. de Paiva, 40 3325-943 Lagoa",575922292,389911771
3657,Miguel Mota,2023-07-04,1º Ciclo de Gestão de Recursos Humanos,M,1996-09-22,"Praça do Maestro Afonso Valentim, 829 0690-392 Alcobaça",431704979,471845145
3658,Álvaro Guerreiro,2024-01-21,1º Ciclo de Empreendedorismo,M,2006-09-27,"Avenida de Abreu, S/N 0759-855 Setúbal",315708399,374732208
3659,Ângela-Caetana Pereira,2024-04-29,2º Ciclo de Serviço Social,F,1996-12-26,"Largo Flor da Rosa, 31 2039-091 Santa Maria da Feira",387496938,948987408
3660,Daniel Freitas,2024-01-24,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1991-02-26,"Rua do Prof. Egas Moniz, 54 6865-740 Gondomar",925510298,693872505
3661,Mateus Neves,2023-11-07,1º Ciclo de Design de Comunicação,F,2004-07-20,"R. Baptista, 18 3550-909 São Salvador de Lordelo",624933171,132174515
3662,Fábio Gonçalves,2024-02-09,Ano Zero Plano de Estudos IV (Empreendedorismo),F,1989-09-10,"Avenida Andrade, 9 7533-405 Quarteira",381239559,424879330
3663,Emanuel Abreu,2023-07-10,Ano Zero Plano de Estudos IV (Empreendedorismo),M,1995-05-08,"Avenida do Monte dos Judeus, 68 1180-134 Caldas da Rainha",677659573,646571505
3664,Diana Esteves,2023-07-01,Ano Zero Plano de Estudos IV (Empreendedorismo),F,2002-06-15,"Av de Coelho, 680 2889-439 Oliveira do Bairro",491760494,879504851
3665,Kelly-Letícia Costa,2023-12-12,Ano Zero Plano de Estudos IV (Empreendedorismo),M,1990-12-20,"Praça de Ramos, 32 9184-954 Estremoz",520392529,630357335
3666,Salomé Torres,2023-06-24,Ano Zero Plano de Estudos II (Serviço Social),M,1994-09-02,"R. de Antero de Quental, 11 2963-965 Fundão",642291883,514615108
3667,Luna Freitas,2023-08-08,1º Ciclo de Design de Comunicação,M,2000-01-20,"Largo Sousa, 51 6763-193 Barreiro",780576089,491672673
3668,Duarte Carvalho,2023-10-04,Ano Zero Área de Jornalismo,F,2006-11-01,"Praça de Araújo, S/N 4843-041 Ovar",645471762,609917007
3669,Adriana Morais,2023-12-22,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",M,1990-12-23,"Largo de Sá, 46 2385-765 Lamego",776458046,111959470
3670,Joana Anjos,2024-02-04,1º Ciclo de Gestão de Recursos Humanos,M,2006-03-16,"Largo Faria, 5 5291-617 Valpaços",473780316,315047906
3671,Lisandro Martins,2023-09-28,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,2006-02-12,"Alameda Carolina Michaelis de Vasconcelos, 5 7633-295 Penafiel",559929788,477058642
3672,William Neto,2023-10-24,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1997-02-23,"Av Carvalho, S/N 5205-940 Praia da Vitória",633462540,672394501
3673,César Borges,2023-12-16,Ano Zero Plano de Estudos Único (Informática),M,1991-11-06,"Largo Sandro Paiva, S/N 2886-263 Almeirim",540441386,465118377
3674,Marco Pereira,2023-12-07,Ano Zero Plano de Estudos II ( Gestão),M,1990-06-02,"Av de Viterbo de Campos, 57 7756-242 Seixal",23088189,405478989
3675,Ismael Borges-Valente,2023-06-03,1º Ciclo de Jornalismo,M,2006-02-05,"Largo de Anjos, 82 6514-772 Trancoso",22001107,325148930
3676,Érica-Kyara Faria,2023-12-12,Ano Zero Plano de Estudos I (Comunicação Empresarial),F,2003-09-03,"Avenida Bruno Silva, 4 8605-441 Angra do Heroísmo",772365869,476053131
3677,Bianca Borges,2024-04-10,Pós graduação Psicoterapia Psicanalítica – 7ª edição,F,2004-07-25,"Rua Norte do Bairro da Encarnação, S/N 6976-794 Peso da Régua",41684392,455065934
3678,Tomé Barros,2024-03-11,Ano Zero Área de Jornalismo,F,2006-10-27,"Alameda de Esteves, 898 2447-472 Oliveira do Hospital",722123637,794403090
3679,Caetana de Coelho,2023-07-06,Ano Zero Plano de Estudos II ( Gestão),M,1994-01-24,"Av Naiara Moura, 441 9853-110 Fiães",811873354,381963193
3680,Iara Moreira,2023-07-03,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,1999-11-07,"R. Oliveira, 27 9948-480 Rio Tinto",286158672,185973360
3681,Anita do Alves,2024-05-05,1º Ciclo de Informática,M,1995-08-11,"Travessa Francisca Oliveira, 6 8979-515 Seixal",447356553,241139572
3682,Mafalda Neves,2024-01-06,Ano Zero Área de Multimédia,M,1995-07-17,"Avenida Antunes, 52 1655-114 Amora",6466322,186440609
3683,Alice Tavares,2024-03-05,1º Ciclo de Gestão de Recursos Humanos,M,1993-01-16,"Avenida dos Olivais, 69 4994-487 Beja",879821862,582163795
3684,António Cardoso,2023-07-27,Ano Zero Plano de Estudos II ( Gestão),F,1989-10-21,"Travessa do Brasil (Porto), 47 8748-583 Lourosa",244786358,803144216
3685,Júlia-Madalena Pinto,2024-04-18,Ano Zero Plano de Estudos I (Psicologia),M,1989-01-09,"Praça Fonseca, 30 6860-105 Esposende",439556403,501248910
3686,Rita Pires,2023-11-22,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,1994-04-17,"Av de S. Mamede, 66 0321-945 Lourosa",275000993,835473254
3687,Francisco Abreu,2024-02-29,Ano Zero Plano de Estudos Único (Informática),M,2003-01-03,"Travessa Ricardo Carvalho, 8 5263-227 Ponta Delgada",441702798,624991338
3688,Jorge Pacheco,2024-04-27,1º Ciclo de Gestão,F,1999-01-20,"Avenida Tavares, 21 8418-071 Valbom",180311602,505155829
3689,Melissa Nunes,2024-01-31,Ano Zero Plano de Estudos II (Serviço Social),M,1998-12-09,"Praça de Eça de Queirós, 80 3134-407 Quarteira",51152286,986011657
3690,Daniela Neves,2023-11-17,1º Ciclo de Gestão,M,2004-10-08,"Alameda de Freitas, S/N 2603-605 Santarém",487241402,152687545
3691,Mafalda Costa,2024-01-22,Ano Zero Área de Multimédia,F,2004-10-23,"R. Machado, 5 8701-562 Figueira da Foz",817776033,32690238
3692,Clara Barros,2023-12-16,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,2002-11-08,"Avenida de Rodrigues, 63 2416-531 Paredes",963928592,209135795
3693,Irina do Nunes,2023-07-29,2º Ciclo de Psicologia,F,2001-03-16,"Largo Juliana Teixeira, 92 6463-065 Horta",620721671,716223779
3694,César Freitas,2024-05-10,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,1998-06-06,"Av do Carvão, 117 5061-581 Reguengos de Monsaraz",42291660,620470379
3695,Nuno Castro,2024-01-04,1º Ciclo de Psicologia,M,1997-08-09,"Av Matias Matias, 4 4531-497 Sintra",566065517,48592966
3696,Inês-Nádia Magalhães,2023-07-22,Ano Zero Plano de Estudos Único (Informática),F,2003-11-23,"R. de Campos, 3 0255-848 Pinhel",78325053,805173226
3697,Wilson Santos,2023-08-11,Ano Zero Plano de Estudos II (Serviço Social),F,2001-05-02,"Largo Gil Alves, 7 8199-785 Queluz",561570825,834769606
3698,Melissa Martins,2023-06-16,1º Ciclo de Gestão,M,1992-10-19,"Largo Rafael Henriques, 53 3568-489 Sacavém",810904708,413257873
3699,Lucas Jesus,2024-03-08,1º Ciclo de Informática,F,1999-01-21,"Praça de Henriques, 40 6862-496 Oliveira de Azeméis",425416688,64108251
3700,Jéssica Mendes-Magalhães,2023-10-13,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,1993-11-07,"Av Neto, 24 7208-222 Santa Comba Dão",196668008,171906177
3701,Gil da Matos,2024-04-16,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1989-11-01,"Av Lourenço, 25 5412-906 Agualva-Cacém",323400469,231256533
3702,Lúcia Fonseca,2023-06-04,Pós graduação Psicoterapia Psicanalítica – 7ª edição,F,2002-09-28,"R. de Leal, 33 9137-831 Torres Vedras",436251343,799667378
3703,Micael Pacheco,2023-09-10,1º Ciclo de Comunicação Empresarial,F,2000-04-06,"Rua da Pedreira, 5 5497-408 Trancoso",864038625,179641154
3704,Flor Vaz,2024-05-07,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,2005-03-28,"Av Machado de Asis, 97 7120-974 Freamunde",560440217,995747114
3705,Isabela Rodrigues,2024-05-03,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",F,2005-02-27,"Avenida do Dr. Manuel Laranjeira, 655 8768-579 Lagoa",216009431,117628362
3706,Raquel do Correia,2024-05-05,1º Ciclo de Gestão de Recursos Humanos,F,2003-10-01,"Av de Morais, 889 8390-244 Santo Tirso",135819335,961447948
3707,Yasmin-Luana Oliveira,2023-12-02,Ano Zero Plano de Estudos IV (Empreendedorismo),F,1997-01-12,"Av Sérgio Mendes, 61 1518-454 Funchal",390681014,779827841
3708,Manuel Monteiro,2024-01-19,1º Ciclo de Multimédia,F,1991-02-21,"Av de João Chagas, S/N 9009-461 Póvoa de Santa Iria",83771331,42870322
3709,Margarida Rocha,2024-01-28,Ano Zero Área de Multimédia,M,1994-04-23,"Praça Fabiana Garcia, S/N 6941-682 Mealhada",34183609,498570649
3710,Ariana Costa,2024-04-29,Ano Zero Área de Jornalismo,F,2000-05-17,"R. de Lopes, 64 4091-697 Pombal",7506330,407097974
3711,Ismael Alves,2023-09-14,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,1998-05-24,"Praça de Domingues, 172 6523-500 Mêda",733062099,236263667
3712,Nádia Moura,2024-01-15,1º Ciclo de Comunicação Empresarial,F,1993-10-03,"Praça Daniela Moreira, 56 2441-038 Montijo",94463044,348828819
3713,Yasmin Torres,2024-04-26,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",M,2004-04-11,"Rua de Serrúbia, 5 8859-605 Santana",343481394,990647981
3714,Pilar Torres,2023-06-30,1º Ciclo de Multimédia,F,2000-01-28,"Alameda de Basílio Teles, 42 4446-278 Montemor-o-Novo",287147625,410326917
3715,Leonardo Ribeiro-Gomes,2023-10-30,2º Ciclo de Psicologia,F,1989-01-02,"Praça de Pinho, S/N 7807-335 Oliveira do Hospital",736873014,5818588
3716,Mafalda-Mariana Leite,2023-06-22,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,2005-10-26,"Rua de Monteiro, 97 1962-283 Valongo",159236281,281355545
3717,Emília Macedo-Rocha,2024-05-11,1º Ciclo de Gestão,F,1998-04-13,"Largo de Anjos, S/N 5842-982 Vendas Novas",789112602,262945128
3718,Gil Neto,2024-03-11,1º Ciclo de Jornalismo,M,1998-01-10,"Travessa Gustavo Araújo, S/N 1700-210 Gafanha da Nazaré",314775865,364287623
3719,Eva Castro,2024-02-26,Ano Zero Plano de Estudos Único (Informática),F,1993-01-12,"Rua Mafalda Borges, 312 2310-813 Paredes",799825241,877017453
3720,Alice Vaz,2024-01-09,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,1990-05-14,"Avenida Azevedo, 5 2824-468 Covilhã",23814665,324712299
3721,Eduardo Melo,2023-12-24,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,1996-10-25,"Av Loureiro, 146 4058-173 Sacavém",473759706,437372311
3722,Carminho Freitas,2023-10-25,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,1994-03-22,"Alameda Jorge Pires, 10 5690-429 Bragança",663801700,106930999
3723,Lourenço do Andrade,2024-05-01,Ano Zero Área de Design,F,1996-07-22,"R. Loureiro, S/N 1469-663 Castelo Branco",56869993,728959153
3724,Anita Gonçalves,2023-12-18,1º Ciclo de Psicologia,F,1999-07-07,"Largo do Codeçal, 240 0123-239 Anadia",880893427,857459413
3725,Noah Ribeiro,2024-04-14,1º Ciclo de Empreendedorismo,M,1996-07-05,"Largo Professor Gonçalves Ferreira, 35 4344-264 Rio Maior",953636513,166361032
3726,Valentina Alves,2023-09-16,Ano Zero Plano de Estudos I (Comunicação Empresarial),F,2000-02-21,"Alameda da Cova da Moura, 497 6786-475 Horta",590013680,691266398
3727,Martim de Simões,2024-01-28,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,2000-09-01,"Alameda Almeida, 2 9632-310 Reguengos de Monsaraz",735357160,55882548
3728,Lia do Carneiro,2024-01-30,1º Ciclo de Gestão,M,1996-03-01,"Praça Fernandes, 98 9261-140 Faro",729253725,507703463
3729,Iara Nascimento,2024-02-21,2º Ciclo de Psicologia,F,2003-04-09,"Alameda de Melo, S/N 9691-797 Valpaços",20029094,603707722
3730,Leandro Leite,2023-11-26,1º Ciclo de Gestão de Recursos Humanos,F,2001-02-22,"R. de Amorim, 2 9211-283 Vizela",94294446,64043053
3731,Joaquim Santos,2024-04-01,Ano Zero Plano de Estudos I (Comunicação Empresarial),F,1991-11-15,"R. do Arboreto, 15 2518-501 Viseu",129538054,233176253
3732,André Silva,2023-12-01,2º Ciclo de Psicologia,F,1997-04-21,"Largo de Mota, 91 6436-911 Elvas",128766742,717711723
3733,Melissa do Gaspar,2023-10-20,1º Ciclo de Gestão,F,1998-07-09,"Alameda Nacional 209, 6 2367-226 Rio Tinto",634304646,54476776
3734,Marco Branco,2024-01-13,1º Ciclo de Multimédia,F,1997-01-25,"R. de Carvalho, 96 4658-770 Ribeira Grande",298211733,458385809
3735,Rodrigo Sá,2024-02-22,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1996-01-20,"Praça Torres, 1 6623-532 Entroncamento",498071661,165645972
3736,Ângelo Vaz,2023-10-19,1º Ciclo de Design de Comunicação,M,2004-04-25,"Av Loureiro, S/N 9137-212 Odivelas",644398214,126733857
3737,Kevin Esteves,2023-06-05,1º Ciclo de Design de Comunicação,F,2004-02-03,"R. de Pinho, S/N 0546-405 Fafe",384265181,67610609
3738,Naiara Coelho,2023-07-17,Ano Zero Plano de Estudos IV (Empreendedorismo),F,1997-07-26,"Alameda de Moreira, 89 3067-103 Cartaxo",833842992,89243382
3739,Naiara Neves,2023-07-20,Ano Zero Área de Design,M,2003-08-19,"R. de Pereira, 90 6404-178 Sacavém",477204476,441515668
3740,Anita Ramos,2023-09-22,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1994-06-08,"Av de Rocha, 28 5445-325 Vila Nova de Gaia",459076897,996181966
3741,Fábio de Azevedo,2023-12-20,1º Ciclo de Gestão de Recursos Humanos,F,2003-10-22,"Av Fábio Freitas, 42 3010-117 Vila Franca de Xira",564711480,30300715
3742,Bruna Andrade,2023-10-23,1º Ciclo de Design de Comunicação,M,2006-05-05,"R. Lima, 92 1012-501 Tomar",970961702,408891122
3743,André Araújo,2024-03-28,2º Ciclo de Psicologia,M,1991-02-12,"Avenida Tiago Leite, S/N 2206-580 Funchal",893773296,632842879
3744,Alexandra Neto,2023-08-23,Ano Zero Plano de Estudos II ( Gestão),F,1998-03-23,"Rua Torres, 66 4808-151 Santiago do Cacém",642481271,522614744
3745,Valentina Campos,2024-04-29,1º ciclo de Serviço Social,M,1991-07-25,"Alameda Baptista, 72 1323-695 Reguengos de Monsaraz",29065794,233937418
3746,David Castro,2024-02-25,1º Ciclo de Gestão,F,2005-10-17,"Rua Amélia Antunes, 22 3774-636 Sintra",665333896,852895359
3747,Eva Teixeira,2023-10-18,Ano Zero Área de Design,M,2004-03-23,"Av João Glama, 18 5345-760 Oliveira do Bairro",56779026,822019980
3748,Clara Santos,2023-12-22,2º Ciclo de Psicologia,M,1990-05-18,"Alameda Teixeira, 43 9828-264 Portalegre",622035915,801463757
3749,Diogo Machado,2023-11-21,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,2005-10-10,"Avenida Neto, 115 3746-980 Horta",301372873,977383337
3750,Tiago Correia,2023-06-25,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",M,2003-11-24,"Av do Aleixo, 82 6372-968 Queluz",694059352,203930754
3751,Rita Machado,2023-06-06,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,2002-09-24,"Travessa do Penalva, 39 5139-671 Vizela",966952464,92603164
3752,Rita Ramos,2023-07-15,Ano Zero Plano de Estudos II ( Gestão),M,1991-09-22,"Alameda Pinheiro, 1 5094-593 Peso da Régua",987444320,185997554
3753,Mauro Fernandes,2023-10-14,Ano Zero Plano de Estudos II ( Gestão),F,1997-03-17,"Av Lourenço Lima, S/N 4413-738 Caniço",918916247,524377582
3754,Santiago Loureiro,2023-12-26,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,1993-05-26,"Avenida de Nogueira, 5 3642-126 Freamunde",617081249,131977405
3755,Matias Cunha,2024-03-12,1º Ciclo de Informática,F,1993-07-23,"Praça de Miranda, 38 7320-421 Santa Cruz",691855735,691368628
3756,Luís Castro,2023-07-22,Ano Zero Área de Multimédia,M,2004-07-14,"Av de Camilo, 843 8586-193 Esposende",9224816,311067202
3757,Lucas Tavares,2023-09-15,2º Ciclo de Serviço Social,F,1997-03-23,"Alameda de Antunes, S/N 8768-505 Freamunde",25432639,120449093
3758,Yara Esteves,2024-03-02,1º Ciclo de Gestão de Recursos Humanos,M,1998-03-24,"Alameda Gabriela Antunes, 61 4320-804 Santana",208242660,277475745
3759,Lourenço da Gomes,2023-08-28,Ano Zero Plano de Estudos I (Psicologia),M,2003-05-02,"Avenida Faria, S/N 7388-286 Santana",40059614,299046461
3760,Mariana Nascimento,2024-01-24,Ano Zero Área de Jornalismo,M,2004-02-08,"Largo de Paiva, 46 7124-178 Seia",384811038,128549939
3761,Filipe Araújo,2024-04-28,Ano Zero Plano de Estudos Único (Informática),M,2003-07-21,"R. Sandro Campos, 50 0759-314 Beja",930895454,712691465
3762,Caetana do Figueiredo,2023-10-07,Ano Zero Área de Jornalismo,F,1996-01-24,"Av de Cardoso, 82 2124-790 Amora",639884909,802850096
3763,Martim Loureiro,2024-03-26,1º Ciclo de Psicologia,M,2005-05-01,"Rua Mateus Pinto, 67 9104-666 Sines",653823023,333020378
3764,Nádia Vieira,2023-07-22,1º Ciclo de Empreendedorismo,M,1996-01-22,"R. do Calvário, 9 7523-431 Lourosa",299966792,179635146
3765,Joel Correia,2023-09-21,Ano Zero Área de Design,M,1993-01-18,"Avenida de Paiva Couceiro, 80 4744-202 Tarouca",893804287,50675222
3766,Nair Carvalho-Pereira,2024-01-28,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,2001-12-21,"Travessa de Bonjóia, S/N 8766-766 Ovar",80625936,355193060
3767,Matilde Faria,2023-07-05,1º Ciclo de Psicologia,F,1993-02-24,"R. Mara Brito, 39 8143-703 Vendas Novas",17040021,151477651
3768,Lúcia de Esteves,2023-09-27,1º ciclo de Serviço Social,F,1998-12-11,"Rua Macedo, 81 0189-840 Gafanha da Nazaré",799145259,982860259
3769,Nelson da Figueiredo,2024-05-06,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,1989-11-11,"Largo de Pacheco, 673 8269-671 Santarém",606746479,264892697
3770,Sebastião Oliveira-Pinheiro,2023-06-27,Ano Zero Área de Jornalismo,M,2006-11-07,"Avenida Emanuel Mendes, 93 0772-635 Montijo",545594292,680465094
3771,Laura Borges,2023-09-16,1º Ciclo de Gestão de Recursos Humanos,M,1989-03-09,"Alameda de Henriques, 2 4869-392 Cantanhede",96514976,92296810
3772,Paulo Amaral,2024-02-10,1º Ciclo de Empreendedorismo,F,2003-03-15,"Avenida Amorim, 47 4463-466 Gondomar",596427340,361784288
3773,Madalena-Constança Oliveira,2024-05-03,1º Ciclo de Empreendedorismo,M,2001-06-21,"R. Monteiro, 22 3327-421 Ílhavo",756188439,31777150
3774,Benjamim Assunção,2024-04-24,1º Ciclo de Comunicação Empresarial,M,1992-06-21,"Avenida de Batista, 79 0190-095 Aveiro",424277451,832350629
3775,Carlota Freitas,2024-02-09,1º ciclo de Serviço Social,F,1999-10-03,"Largo Batista, 5 3333-584 Ermesinde",905234241,806215819
3776,Henrique Esteves,2023-11-24,1º Ciclo de Design de Comunicação,M,2000-10-12,"Travessa Rocha, 9 3460-171 Torres Novas",921496593,199215411
3777,Adriana Nascimento,2023-10-04,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,1992-01-26,"Rua do Bom Sucesso, 7 2201-012 Torres Novas",709759311,78281708
3778,Matias Araújo-Pinho,2024-04-07,1º Ciclo de Gestão,M,1992-12-13,"Rua Victória Almeida, 66 3675-473 São Mamede de Infesta",618617624,839933002
3779,Fábio Pinho,2024-03-28,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,1993-12-06,"Rua Anjos, 739 6382-775 Mealhada",297031930,114483983
3780,Kevin Moura,2023-10-03,1º Ciclo de Multimédia,M,1995-01-12,"Travessa Miranda, 86 1171-857 Esposende",620431629,334308455
3781,Joana Araújo,2023-09-20,1º Ciclo de Empreendedorismo,F,2001-10-03,"Travessa de Santos, 37 7423-914 Vila Nova de Gaia",882564440,327690297
3782,Bianca Valente,2024-02-21,2º Ciclo de Psicologia,M,1992-09-13,"R. Victória Figueiredo, 65 3176-138 Santana",426302012,804679835
3783,Brian do Vieira,2023-08-18,1º ciclo de Serviço Social,M,1995-08-27,"Avenida de Pinto, 394 3965-879 Vila do Conde",190614598,599290027
3784,Guilherme Pacheco-Ferreira,2023-07-13,2º Ciclo de Serviço Social,F,2006-08-26,"Largo Batista, 5 7782-127 Lagoa",283586833,474310637
3785,Núria Borges,2023-11-07,2º Ciclo de Psicologia,M,2003-01-21,"Av de Antunes, 956 3498-373 Funchal",915239962,15063013
3786,Fabiana Melo-Domingues,2023-06-03,1º Ciclo de Multimédia,F,1989-04-07,"Largo Correia, 143 2354-486 Fátima",712181282,543556299
3787,Andreia Moura,2023-08-19,2º Ciclo de Psicologia,M,1995-01-10,"Praça Amélia Pinho, 280 8439-417 Viana do Castelo",348376650,319539608
3788,Leonardo da Moreira,2023-07-10,Ano Zero Plano de Estudos I (Comunicação Empresarial),F,2001-01-11,"Alameda Violeta Moreira, 26 4998-146 Amarante",949110058,543589388
3789,Salomé Tavares,2023-08-02,Ano Zero Área de Design,M,2005-07-22,"R. de Assunção, 59 4828-748 Reguengos de Monsaraz",718775805,151775394
3790,Dinis Alves,2023-06-11,1º Ciclo de Psicologia,F,1995-08-15,"R. Artur Simões, S/N 0695-282 Almeirim",847971628,103223877
